Date,HAPP artefact number,Flake Type,Mass (g),Max Length (mm),Block Length (mm),Perc Lenth (mm),Prox Width (mm),Med Width (mm),Dist Width (mm),Prox Thickness (mm),Med Thickness (mm),Distalness of Max W (mm),Dist Thickness (mm),Distalness of Max Th (mm),Plat Width (mm),Plat Thickness (mm),Int Plat Angle,Ext Plat Angle,Plat surface,Overhang removal,Initiation,Bulb of percussion,Erailure scar,Termination,Raw Material,Dorsal Cortex (%),Platform Cortex (%),Dorsal Scars,Parallel Scars,Dorsal Terminations,Aberrant Terminations,Rotations,Cortex Location,Plat Preparation,Non-plat Cortex (%),Longest Face (mm),FS1 Length (mm),FS1 Prox Wid (mm),FS1 Med Wid (mm),FS1 Dist Wid (mm),FS1 Plat Angle,FS1 Termination,FS2 Length (mm),FS2 Prox Wid (mm),FS2 Med Wid (mm),FS2 Dist Wid (mm),FS2 Plat Angle,FS2 Termination,FS3 Length (mm),FS3 Prox Wid (mm),FS3 Med  Wid (mm),FS3 Dist Wid (mm),FS3 Plat Angle,FS3 Termination,FS4 Length (mm),FS4 Prox Wid (mm),FS4 Med Wid (mm),FS4 Dist Wid (mm),FS4 Plat Angle,FS4 Termination,FS5 Length (mm),FS5 Prox Wid (mm),FS5 Med Wid (mm),FS5 Dist Wid (mm),FS5 Plat Angle,FS5 Termination,Square,HAPP Bag,Artefact Class,S1 invas,S1 angle,S2 invas,S2 angle,S3 invas,S3 angle,S4 invas,S4 angle,S5 invas,S5 angle,S6 invas,S6 angle,S7 invas,S7 angle,S8 invas,S9 invas,S9 angle,S10 invas,S10 angle,S12 invas,S12 angle,S14 invas,S14 angle,S16 invas,S16 angle,S15 invas,S15 angle,S13 invas,S13 angle,S11 invas,S11 angle,S8 angle,S1 depth,S2 depth,S3 depth,S4 depth,S5 depth,S6 depth,S7 depth,S8 depth,S9 depth,S10 depth,S11 depth,S12 depth,S13 depth,S14 depth,S15 depth,S16 depth,Retouch1 L (mm),Retouch2 L (mm),Retouch3 L (mm),Total perimeter (mm),R6 depth of retouch (mm),R3 retouch baseline (mm),Scars,Terminations,Recent Damage?,Non-conchoidal fracture planes,HAPP artefact number,comments...,S1 T1,S1 T2,S2 T1,S2 T2,S4 T1,S4 T2,S6 T1,S6 T2,S8 T1,S8 T2,S7 T1,S7 T2,S5 T1,S5 T2,S3 T1,S3 T2,S9 T1,S9 T2,S10 T1,S10 T2,S12 T1,S12 T2,S14 T1,S14 T2,S16 T1,S16 T2,S15 T1,S15 T2,S13 T1,S13 T2,S11 T1,S11 T2,Core geometry,II,GIUR A,RPI,RCI,Auto_Every_2_of_Excavation Unit,Auto_Every_3_of_Excavation Unit,Auto_Every_2_of_Excavation Un_2,Auto_Every_3_of_Excavation Un_2
12/4/05,F50,,2.95,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,F50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,F51,,7.29,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,F51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,F53A,Long L,3.55,32.05,32.03,32.01,19.67,17.24,7.08,5.82,5.31,14.64,1.64,,20.34,4.91,100,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,80,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,F53A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,F53B,Long R,18.19,46.3,46.12,45.87,28.7,40.19,19.12,7.56,7.1,23.98,3.9,,27.37,7.06,100,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,3,1,2,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,80,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,F53B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,F54,Complete,2.72,17.75,17.73,17.67,14.89,22.23,18.35,5.47,6.12,10.97,0.89,,12.68,5.23,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,0,1,1,1,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,F54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,F55,Complete,5.03,24.91,22.97,22.96,15.02,22.56,26.74,5.42,5.48,16.71,1.71,,14.02,5.57,100,80,1 scar,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,70,0,2,0,2,0,1,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,F55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,F56,,1.07,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,F56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,Rend,,550.64,,,61.14,74.19,92.21,71.33,53.31,68.3,35.27,40.31,,71.96,48.72,,,,,,,,,Quartzite,,100,,3,,5,3,,Absent,50,61.11,23.33,12.57,24.43,33.84,100,Step,26.37,20.39,27.63,19.82,110,Step,16.57,17.67,19.03,12.88,100,Step,34.77,23.23,33.36,22.32,100,Feather,22.6,14.63,29.16,17.71,110,Step,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.11,73.71,,140,,,8,8,No,Absent,Rend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0.984,0,,,,
12/4/05,R1,Complete,3.43,22.23,18.36,18.36,20.15,36.21,30.77,4.22,4.92,14.24,2.13,,15.6,3.37,60,130,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R2A,Complete,8.26,26.16,21.88,21.86,26.17,34.08,37.88,5.87,8.2,17.2,4.94,,22.34,5.48,60,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,70,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R2A,,2.29,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R3,Complete,2.56,20.71,20.67,20.58,15.41,24.36,10.3,5.54,4.38,11.86,3,,14.57,4.54,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,70,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R4,Complete,14.35,39.48,29.61,29.49,39.13,58.29,65.07,7.12,6.13,27.17,2.88,,28.95,7.41,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,70,100,2,1,2,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R5,Complete,3.82,30.62,30.59,30.59,17.82,18.33,12.62,7.07,3.82,5.8,3.22,,17.32,6.79,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R6,Complete,75.52,54.53,54.52,54.52,46.9,49.66,38.67,22.99,20.7,31.17,7.42,,44.06,11.62,100,100,1 scar,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,80,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R7,,8.75,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R8,Complete,17.84,47.08,47.04,47.04,23.76,27.41,16.99,12.85,8.45,20.91,3.64,,20.73,10.8,100,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,10,100,3,1,2,1,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R9,Complete,22.8,57.71,57.64,57.64,20.26,25.45,26.27,12.59,10.11,47.7,6.99,,18.2,10.02,100,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,20,100,3,1,3,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R10,Long R,3.21,24.74,24.65,24.64,9.48,15.27,15.57,3.24,5.08,17.4,5.24,,9.32,3.19,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,1,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R11,Complete,19.54,45.99,45.95,45.95,22.04,33.08,18.18,9.53,13.02,22.01,6.81,,14.91,7.78,90,100,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,20,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R12,Complete,1.44,16.08,16.04,16.04,12.12,14.64,14.79,2.84,4.39,10.53,2.58,,10.28,2.66,90,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R13,Complete,2.69,19.37,12.2,12.19,18.07,24.37,31.24,8.23,6,10.9,3.69,,16.25,8.1,80,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/4/05,R14A,Complete,10.72,41.01,35.26,39.5,13.38,24.85,34.86,8.16,8.14,35.86,4.14,,11.17,4.8,90,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,20,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R15A,,10.85,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R15A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R15B,,9.74,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R15B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R15C,,3.14,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R15C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R16,Complete,8.48,41.78,41.68,41.68,13.13,22.12,13.69,8.69,7.23,23.94,2.59,,11.03,5.95,110,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,3,1,2,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R14B,Long R,7.61,42.82,42.51,42.51,15.77,27.33,9.58,5.63,9.32,21.21,4.63,,15.74,5.52,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,10,100,4,1,2,1,0,10 (dstpx),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R14B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R18,Complete,1.33,16.56,12.81,12.73,14.43,20.97,24.54,3.17,2.97,10.38,1.13,,10.32,1.81,40,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,80,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R19,Complete,1.27,21.95,15.14,14.84,13.53,15.45,10.48,2.79,2.71,7.03,1.17,,10.44,2.55,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R20,Trans Prox,1.12,23.41,12.11,12.09,18.07,10.04,4.09,3.56,4.01,2.89,2.76,,15.82,3.3,130,50,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R21,,1.1,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R22A,Complete,10.87,27.43,21.62,21.14,28.31,39.02,38.52,11.1,8.96,11.68,6.13,,26.07,9.52,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,50,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R22A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R22B,,1.2,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R22B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R24,Complete,3.32,21.57,17.69,17.67,29.85,21.81,11.85,7.18,5.48,6.55,2.4,,23.84,6.7,70,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R25A,Complete,25.89,53.24,47.83,40.75,22.39,40.07,47.72,8.41,7.77,36.64,7.7,,21.61,9.68,70,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,10,100,4,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R25A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R25B,Long R,5.21,25.07,25.05,25.05,34.76,21.82,14.29,7.02,4.85,5.07,3.91,,34.74,7.73,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,10,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R25B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R26,Trans Prox,5.05,26.27,13.34,12.99,21.98,35.81,32.52,3.98,7.39,13.15,4,,15.96,3.62,110,90,Cortical,Absent,Herztian,Diffuse,Absent,Step,Quartzite,0,100,3,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R27,,2.14,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R28,Complete,8.73,35.59,35.58,35.58,22.5,19.93,9.28,11.23,10.38,10.81,3.93,,18.84,9.75,70,110,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,60,100,1,0,0,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R29A,Complete,25.3,43.51,43.47,43.46,33.04,38.87,28.9,7.79,14.7,17.82,7.27,,29.55,6.65,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,40,100,4,1,4,2,1,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R29A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R29B,Complete,2.41,25.37,25.25,23.03,15.28,11.88,7.37,5.22,4.27,3.9,2.17,,12.19,3.05,70,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,90,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R29B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R30,Complete,0.75,17.36,17.35,17.31,13.75,13.72,10.85,2.28,1.99,8.25,0.89,,13.06,1.38,90,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R31,Complete,4.19,22.94,22.92,22.91,21.49,28.67,15.72,5.41,4.75,11.92,1.82,,19.22,4.39,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R32,Complete,5.56,39.47,23.22,11.39,33.29,36.59,20.5,3.19,3.08,8.31,1.6,,39.35,4.36,100,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,20,100,2,1,1,1,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R33A,Complete,14.78,36.18,31.91,31.86,30.75,33.71,23.6,10.75,8.44,16,3.85,,28.7,10.58,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,80,100,2,1,2,0,1,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R33A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R33B,Long R,3.15,26.83,26.82,26.82,13.51,13.98,10.43,6.27,5.75,8.7,3.49,,11.95,5.89,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,10,100,3,1,3,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R33B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R34,Complete,5.3,25.89,25.88,25.75,18.95,29.4,18.64,7.15,7.58,13.66,5.35,,13.58,5.08,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Hinge,Quartzite,0,100,2,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R35,Complete,0.51,14.88,14.86,14.85,7.68,15.25,10.35,2.5,2.55,7.36,0.57,,6.05,1.82,120,60,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
